identificador,codigo,vereda_codigo,numero_subterraneos,codigo_anterior,tipo_predio,derecho,tipo_documento,matricula,acto_registral,ente_emisor,numero_fuente,propietario,tipo_de_documento_de_identificacion,numero_documento,estado_folio,telefono,grupo_etnico,estado_civil,fecha
2985,68307OO00000000022590000000000,68307OO0000000002,0,68307OO0000022590000,RURAL,DOMINIO,ESCRITURA,300-18285,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,302,Aurora Fernández Gutiérrez,CC,742913667,ABIERTO,3155368399,NINGUNO,SOLTERO,03/04/1996
2986,68307OO00000000022589000000000,68307OO0000000002,0,68307OO0000022589000,RURAL,DOMINIO,ESCRITURA,300-18286,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5131,Edgardo Riba-Jerez,CC,898030853,ABIERTO,3151371416,NINGUNO,SOLTERO,24/03/1981
2987,68307OO00000000022592000000000,68307OO0000000002,0,68307OO0000022592000,RURAL,DOMINIO,ESCRITURA,300-18287,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1170,Magdalena Duque Ocaña,CC,946676730,ABIERTO,3111910667,NINGUNO,SOLTERO,21/03/1995
2988,68307OO00000000022588000000000,68307OO0000000002,0,68307OO0000022588000,RURAL,DOMINIO,ESCRITURA,300-18288,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,388,Artemio Carro Perera,CC,878463647,ABIERTO,3141127486,NINGUNO,SOLTERO,26/04/1975
2989,68307OO00000000022587000000000,68307OO0000000002,0,68307OO0000022587000,RURAL,DOMINIO,ESCRITURA,300-18289,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2013,Nereida Angulo González,CC,339545126,ABIERTO,3127149515,NINGUNO,SOLTERO,17/10/1958
2990,68307OO00000000022586000000000,68307OO0000000002,0,68307OO0000022586000,RURAL,DOMINIO,ESCRITURA,300-18290,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1197,María José de Catalán,CC,862742512,ABIERTO,3172499501,NINGUNO,SOLTERO,06/05/2010
2991,68307OO00000000022602000000000,68307OO0000000002,0,68307OO0000022602000,RURAL,DOMINIO,ESCRITURA,300-18291,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2989,Bernabé Galindo Ayuso,CC,422523941,ABIERTO,3184972474,NINGUNO,SOLTERO,09/02/1999
2992,68307OO00000000022593000000000,68307OO0000000002,0,68307OO0000022593000,RURAL,DOMINIO,ESCRITURA,300-18292,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5739,Victor Zapata Tenorio,CC,913982542,ABIERTO,3148243463,NINGUNO,SOLTERO,11/04/2007
2993,68307OO00000000022606000000000,68307OO0000000002,0,68307OO0000022606000,RURAL,DOMINIO,ESCRITURA,300-18293,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,229,Fulgencio María Peñalver Rivas,CC,960376143,ABIERTO,3163273364,NINGUNO,SOLTERO,12/06/2009
2994,68307OO00000000022594000000000,68307OO0000000002,0,68307OO0000022594000,RURAL,DOMINIO,ESCRITURA,300-18294,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1467,Belén Ribes Cueto,CC,242923214,ABIERTO,3119267988,NINGUNO,SOLTERO,25/02/1967
2995,68307OO00000000023037000000000,68307OO0000000002,0,68307OO0000023037000,RURAL,DOMINIO,ESCRITURA,300-18295,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2842,Omar Artigas Menéndez,CC,628309474,ABIERTO,3104951101,NINGUNO,SOLTERO,07/07/1960
2996,68307OO00000000022596000000000,68307OO0000000002,0,68307OO0000022596000,RURAL,DOMINIO,ESCRITURA,300-18296,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,945,Alba Sotelo Otero,CC,799089824,ABIERTO,3134100477,NINGUNO,SOLTERO,12/03/1955
2997,68307OO00000000022600000000000,68307OO0000000002,0,68307OO0000022600000,RURAL,DOMINIO,ESCRITURA,300-18297,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3470,Fortunato Galván-Gargallo,CC,730462293,ABIERTO,3191991209,NINGUNO,SOLTERO,20/08/1963
2998,68307OO00000000022597000000000,68307OO0000000002,0,68307OO0000022597000,RURAL,DOMINIO,ESCRITURA,300-18298,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3720,Casemiro Antón Gelabert,CC,191533194,ABIERTO,3190851358,NINGUNO,SOLTERO,07/10/1971
2999,68307OO00000000022595000000000,68307OO0000000002,0,68307OO0000022595000,RURAL,DOMINIO,ESCRITURA,300-18299,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3930,Maximiliano Talavera Salom,CC,516096605,ABIERTO,3149422242,NINGUNO,SOLTERO,12/07/1982
3000,683070000000000022609000000000,68307000000000002,0,68307000000022609000,RURAL,DOMINIO,ESCRITURA,300-18300,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3746,Germán Amigó,CC,98184743,ABIERTO,3120997213,NINGUNO,SOLTERO,19/07/1950
3001,683070000000000022605000000000,68307000000000002,0,68307000000022605000,RURAL,DOMINIO,ESCRITURA,300-18301,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7652,Flavia Teresita Ledesma Torrents,CC,712266031,ABIERTO,3182353929,NINGUNO,SOLTERO,10/11/2016
3002,683070000000000022599000000000,68307000000000002,0,68307000000022599000,RURAL,DOMINIO,ESCRITURA,300-18302,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2280,Camila Morata Oliver,CC,977442329,ABIERTO,3177988997,NINGUNO,SOLTERO,02/06/1955
3003,683070000000000022603000000000,68307000000000002,0,68307000000022603000,RURAL,DOMINIO,ESCRITURA,300-18303,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6550,Rosendo Moisés Gordillo Revilla,CC,302904707,ABIERTO,3160436081,NINGUNO,SOLTERO,06/10/1969
3004,683070000000000022598000000000,68307000000000002,0,68307000000022598000,RURAL,DOMINIO,ESCRITURA,300-18304,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6662,Consuela Rocamora,CC,962569061,ABIERTO,3125102227,NINGUNO,SOLTERO,04/12/1969
3005,683070000000000022607000000000,68307000000000002,0,68307000000022607000,RURAL,DOMINIO,ESCRITURA,300-18305,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7016,Venceslás Valderrama-Julián,CC,232653607,ABIERTO,3122199960,NINGUNO,SOLTERO,03/08/1971
3006,683070000000000022604000000000,68307000000000002,0,68307000000022604000,RURAL,DOMINIO,ESCRITURA,300-18306,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6253,Francisco Javier Ismael Elorza Alberdi,CC,996972217,ABIERTO,3121095022,NINGUNO,SOLTERO,09/04/1999
3007,683070000000000022608000000000,68307000000000002,0,68307000000022608000,RURAL,DOMINIO,ESCRITURA,300-18307,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5299,Pastora Alarcón Vera,CC,35400614,ABIERTO,3187803137,NINGUNO,SOLTERO,16/11/1957
3008,683070000000000011846000000000,68307000000000001,0,68307000000011846000,RURAL,DOMINIO,ESCRITURA,300-18308,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7469,Elpidio Batalla-Feliu,CC,962638119,ABIERTO,3122339502,NINGUNO,SOLTERO,22/12/1978
3009,683070000000000011850000000000,68307000000000001,0,68307000000011850000,RURAL,DOMINIO,ESCRITURA,300-18309,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5428,Íngrid Agustí Solano,CC,719668674,ABIERTO,3140745930,NINGUNO,SOLTERO,18/03/2021
3010,683070000000000011845000000000,68307000000000001,0,68307000000011845000,RURAL,DOMINIO,ESCRITURA,300-18310,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5213,Luz de Nieto,CC,111380500,ABIERTO,3111064114,NINGUNO,SOLTERO,08/10/2007
3011,683070000000000011847000000000,68307000000000001,0,68307000000011847000,RURAL,DOMINIO,ESCRITURA,300-18311,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2093,María Pilar Llabrés-Caro,CC,698778343,ABIERTO,3155629317,NINGUNO,SOLTERO,05/11/1968
3012,683070000000000011849000000000,68307000000000001,0,68307000000011849000,RURAL,DOMINIO,ESCRITURA,300-18312,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6477,Cruz del Olivares,CC,472849041,ABIERTO,3101492208,NINGUNO,SOLTERO,02/08/2003
3013,683070000000000011851000000000,68307000000000001,0,68307000000011851000,RURAL,DOMINIO,ESCRITURA,300-18313,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5354,Andrés Guillen Salazar,CC,224980486,ABIERTO,3179546462,NINGUNO,SOLTERO,15/05/1980
3014,683070000000000011848000000000,68307000000000001,0,68307000000011848000,RURAL,DOMINIO,ESCRITURA,300-18314,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7312,Ariel Arroyo Barral,CC,599621237,ABIERTO,3167385039,NINGUNO,SOLTERO,12/03/1974
3015,683070000000000011852000000000,68307000000000001,0,68307000000011852000,RURAL,DOMINIO,ESCRITURA,300-18315,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1261,Dan Jáuregui,CC,966996397,ABIERTO,3177921810,NINGUNO,SOLTERO,14/02/1988
3016,683070000000000011175000000000,68307000000000001,0,68307000000011175000,RURAL,DOMINIO,ESCRITURA,300-18316,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7387,Eutropio Bayón,CC,470730909,ABIERTO,3126283683,NINGUNO,SOLTERO,20/12/1953
3017,683070000000000011185000000000,68307000000000001,0,68307000000011185000,RURAL,DOMINIO,ESCRITURA,300-18317,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,553,Águeda del Acedo,CC,105343686,ABIERTO,3176868123,NINGUNO,SOLTERO,27/09/1965
3018,683070000000000011174000000000,68307000000000001,0,68307000000011174000,RURAL,DOMINIO,ESCRITURA,300-18318,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7340,Sebastián Colom Serra,CC,742143678,ABIERTO,3115939613,NINGUNO,SOLTERO,14/10/1960
3019,683070000000000011184000000000,68307000000000001,0,68307000000011184000,RURAL,DOMINIO,ESCRITURA,300-18319,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1859,Duilio Bermudez Yuste,CC,523750050,ABIERTO,3135001516,NINGUNO,SOLTERO,07/11/2013
3020,683070000000000011173000000000,68307000000000001,0,68307000000011173000,RURAL,DOMINIO,ESCRITURA,300-18320,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1274,Américo Gabaldón Catalán,CC,199346362,ABIERTO,3110983432,NINGUNO,SOLTERO,09/01/1965
3021,683070000000000011179000000000,68307000000000001,0,68307000000011179000,RURAL,DOMINIO,ESCRITURA,300-18321,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3395,Dionisia Paz Uribe,CC,907164104,ABIERTO,3186521824,NINGUNO,SOLTERO,04/04/1992
3022,683070000000000011178000000000,68307000000000001,0,68307000000011178000,RURAL,DOMINIO,ESCRITURA,300-18322,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5000,Albina Gallo-Arias,CC,741355965,ABIERTO,3101289906,NINGUNO,SOLTERO,20/02/1970
3023,683070000000000011177000000000,68307000000000001,0,68307000000011177000,RURAL,DOMINIO,ESCRITURA,300-18323,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4472,Leocadia Toro Cerezo,CC,584084240,ABIERTO,3148926700,NINGUNO,SOLTERO,28/04/1951
3024,683070000000000011183000000000,68307000000000001,0,68307000000011183000,RURAL,DOMINIO,ESCRITURA,300-18324,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5392,Genoveva Arribas Guzman,CC,641161192,ABIERTO,3139638436,NINGUNO,SOLTERO,23/12/1982
3025,683070000000000011176000000000,68307000000000001,0,68307000000011176000,RURAL,DOMINIO,ESCRITURA,300-18325,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4040,Chucho Norberto Moll Valero,CC,20480909,ABIERTO,3127814967,NINGUNO,SOLTERO,18/05/2013
3026,683070000000000011172000000000,68307000000000001,0,68307000000011172000,RURAL,DOMINIO,ESCRITURA,300-18326,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7406,Ariadna Bernal Fuster,CC,552490456,ABIERTO,3155188579,NINGUNO,SOLTERO,18/01/2008
3027,683070000000000011182000000000,68307000000000001,0,68307000000011182000,RURAL,DOMINIO,ESCRITURA,300-18327,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,903,Abigaíl Ayala Ríos,CC,445720860,ABIERTO,3130757327,NINGUNO,SOLTERO,04/07/2004
3028,683070000000000011181000000000,68307000000000001,0,68307000000011181000,RURAL,DOMINIO,ESCRITURA,300-18328,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2841,Pili Castells-Piñol,CC,748042696,ABIERTO,3183997357,NINGUNO,SOLTERO,07/07/1981
3029,683070000000000011180000000000,68307000000000001,0,68307000000011180000,RURAL,DOMINIO,ESCRITURA,300-18329,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2454,Marita Grau Márquez,CC,30301649,ABIERTO,3168322291,NINGUNO,SOLTERO,06/06/1976
3030,683070000000000011146000000000,68307000000000001,0,68307000000011146000,RURAL,DOMINIO,ESCRITURA,300-18330,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3091,Amaya Sola,CC,24614626,ABIERTO,3158515006,NINGUNO,SOLTERO,01/03/2008
3031,683070000000000011147000000000,68307000000000001,0,68307000000011147000,RURAL,DOMINIO,ESCRITURA,300-18331,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2033,Quique Maxi Berenguer Perelló,CC,832045714,ABIERTO,3146125486,NINGUNO,SOLTERO,19/05/1962
3032,683070000000000011148000000000,68307000000000001,0,68307000000011148000,RURAL,DOMINIO,ESCRITURA,300-18332,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4373,Ismael de Olmedo,CC,242396971,ABIERTO,3191911644,NINGUNO,SOLTERO,24/12/1982
3033,683070000000000011149000000000,68307000000000001,0,68307000000011149000,RURAL,DOMINIO,ESCRITURA,300-18333,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6344,Esteban Bastida Montenegro,CC,622031155,ABIERTO,3147516952,NINGUNO,SOLTERO,07/07/1964
3034,683070000000000011150000000000,68307000000000001,0,68307000000011150000,RURAL,DOMINIO,ESCRITURA,300-18334,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7274,Nereida Cerdá Anglada,CC,237203323,ABIERTO,3154977968,NINGUNO,SIN INFORMACION,16/09/1977
3035,683070000000000011151000000000,68307000000000001,0,68307000000011151000,RURAL,DOMINIO,ESCRITURA,300-18335,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5456,Dafne Pavón Salgado,CC,106847544,ABIERTO,3153145825,NINGUNO,SIN INFORMACION,12/08/1972
3036,683070000000000011152000000000,68307000000000001,0,68307000000011152000,RURAL,DOMINIO,ESCRITURA,300-18336,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1629,Olga María Luisa Arana Vega,CC,16000165,ABIERTO,3187884832,NINGUNO,SIN INFORMACION,01/03/1955
3037,683070000000000011164000000000,68307000000000001,0,68307000000011164000,RURAL,DOMINIO,ESCRITURA,300-18337,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7160,Teresita Alvarez Páez,CC,453765290,ABIERTO,3171726510,NINGUNO,SIN INFORMACION,03/07/1998
3038,683070000000000011165000000000,68307000000000001,0,68307000000011165000,RURAL,DOMINIO,ESCRITURA,300-18338,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7470,Ovidio Sans Salom,CC,296535779,ABIERTO,3113591708,NINGUNO,SIN INFORMACION,22/07/2005
3039,683070000000000011166000000000,68307000000000001,0,68307000000011166000,RURAL,DOMINIO,ESCRITURA,300-18339,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4486,Narciso Abril Manzano,CC,297786817,ABIERTO,3134613646,NINGUNO,SIN INFORMACION,05/06/1995
3040,683070000000000011145000000000,68307000000000001,0,68307000000011145000,RURAL,DOMINIO,ESCRITURA,300-18340,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6688,Marcelino Palomo Gallego,CC,904205729,ABIERTO,3165749399,NINGUNO,SIN INFORMACION,05/04/2006
3041,683070000000000011167000000000,68307000000000001,0,68307000000011167000,RURAL,DOMINIO,ESCRITURA,300-18341,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2262,Javier Fermín Villaverde Almeida,CC,270566994,ABIERTO,3181173798,NINGUNO,CASADO,06/05/1954
3042,683070000000000011144000000000,68307000000000001,0,68307000000011144000,RURAL,DOMINIO,ESCRITURA,300-18342,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5164,Susana Sol Pujadas Amo,CC,802694292,ABIERTO,3120122851,NINGUNO,CASADO,01/03/1996
3043,683070000000000011155000000000,68307000000000001,0,68307000000011155000,RURAL,DOMINIO,ESCRITURA,300-18343,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7322,Nazaret de Gámez,CC,446688672,ABIERTO,3148753822,NINGUNO,CASADO,18/11/1963
3044,683070000000000011168000000000,68307000000000001,0,68307000000011168000,RURAL,DOMINIO,ESCRITURA,300-18344,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6582,Teodora de Pol,CC,28295411,ABIERTO,3175244207,NINGUNO,CASADO,25/02/1969
3045,683070000000000011143000000000,68307000000000001,0,68307000000011143000,RURAL,DOMINIO,ESCRITURA,300-18345,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6027,Victoriano Mate Escamilla,CC,218689340,ABIERTO,3159921635,NINGUNO,CASADO,09/03/1969
3046,683070000000000011169000000000,68307000000000001,0,68307000000011169000,RURAL,DOMINIO,ESCRITURA,300-18346,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1704,Fermín Sala Bárcena,CC,730245392,ABIERTO,3172088859,NINGUNO,CASADO,15/04/1955
3047,683070000000000011142000000000,68307000000000001,0,68307000000011142000,RURAL,DOMINIO,ESCRITURA,300-18347,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7752,Fernanda Lladó Folch,CC,599720798,ABIERTO,3171734243,NINGUNO,CASADO,26/09/1987
3048,683070000000000011170000000000,68307000000000001,0,68307000000011170000,RURAL,DOMINIO,ESCRITURA,300-18348,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4430,Fabiola Ocaña Parejo,CC,52826048,ABIERTO,3105477553,NINGUNO,CASADO,22/10/2018
3049,683070000000000011141000000000,68307000000000001,0,68307000000011141000,RURAL,DOMINIO,ESCRITURA,300-18349,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3324,Flora Castells Morell,CC,518304577,ABIERTO,3136734980,NINGUNO,CASADO,01/05/1972
3050,683070000000000011171000000000,68307000000000001,0,68307000000011171000,RURAL,DOMINIO,ESCRITURA,300-18350,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,788,Celia Pacheco Juárez,CC,917142368,ABIERTO,3144416533,NINGUNO,CASADO,15/04/2017
3051,683070000000000011140000000000,68307000000000001,0,68307000000011140000,RURAL,DOMINIO,ESCRITURA,300-18351,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,449,Perla Paca Duque Vara,CC,815700853,ABIERTO,3166219866,NINGUNO,CASADO,28/12/1997
3052,683070000000000011139000000000,68307000000000001,0,68307000000011139000,RURAL,DOMINIO,ESCRITURA,300-18352,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1469,Morena de Peláez,CC,258793953,ABIERTO,3151006223,NINGUNO,CASADO,03/01/1990
3053,683070000000000011154000000000,68307000000000001,0,68307000000011154000,RURAL,DOMINIO,ESCRITURA,300-18353,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6371,Venceslás Madrigal Verdugo,CC,279431725,ABIERTO,3176621696,NINGUNO,CASADO,26/01/1992
3054,683070000000000011163000000000,68307000000000001,0,68307000000011163000,RURAL,DOMINIO,ESCRITURA,300-18354,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,983,Maite Marí Blanch,CC,284517616,ABIERTO,3108814968,NINGUNO,CASADO,15/04/2008
3055,683070000000000011162000000000,68307000000000001,0,68307000000011162000,RURAL,DOMINIO,ESCRITURA,300-18355,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6444,María Carmen Arellano-Espada,CC,281733468,ABIERTO,3172946672,NINGUNO,CASADO,24/05/1973
3056,683070000000000011161000000000,68307000000000001,0,68307000000011161000,RURAL,DOMINIO,ESCRITURA,300-18356,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5268,Angelino Adán Bernal,CC,398745684,ABIERTO,3153190329,NINGUNO,CASADO,25/06/1989
3057,683070000000000011160000000000,68307000000000001,0,68307000000011160000,RURAL,DOMINIO,ESCRITURA,300-18357,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2381,Reinaldo Morales Gallego,CC,182452715,ABIERTO,3146477946,NINGUNO,CASADO,18/05/2005
3058,683070000000000011153000000000,68307000000000001,0,68307000000011153000,RURAL,DOMINIO,ESCRITURA,300-18358,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1843,Cándida Benavides Asenjo,CC,735971638,ABIERTO,3108348288,NINGUNO,CASADO,14/10/1966
3059,683070000000000011159000000000,68307000000000001,0,68307000000011159000,RURAL,DOMINIO,ESCRITURA,300-18359,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1751,Amada Lladó Castellanos,CC,677786029,ABIERTO,3102404358,NINGUNO,CASADO,04/01/1954
3060,683070000000000011158000000000,68307000000000001,0,68307000000011158000,RURAL,DOMINIO,ESCRITURA,300-18360,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5003,Amparo Herminia Berenguer Cámara,CC,50267065,ABIERTO,3176543958,NINGUNO,CASADO,26/01/1962
3061,683070000000000011157000000000,68307000000000001,0,68307000000011157000,RURAL,DOMINIO,ESCRITURA,300-18361,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7104,Fidela Nicolasa Sans Pulido,CC,994083394,ABIERTO,3183256085,NINGUNO,CASADO,07/11/1973
3062,683070000000000011131000000000,68307000000000001,0,68307000000011131000,RURAL,DOMINIO,ESCRITURA,300-18362,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2734,Demetrio Castellanos Ricart,CC,71130078,ABIERTO,3168344589,NINGUNO,CASADO,05/10/1963
3063,683070000000000011156000000000,68307000000000001,0,68307000000011156000,RURAL,DOMINIO,ESCRITURA,300-18363,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7779,Ambrosio Casanovas Rocamora,CC,563266244,ABIERTO,3104753170,NINGUNO,CASADO,27/11/1992
3064,683070000000000011132000000000,68307000000000001,0,68307000000011132000,RURAL,DOMINIO,ESCRITURA,300-18364,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3688,Montserrat Vallejo Cantón,CC,136889612,ABIERTO,3161800891,NINGUNO,CASADO,24/02/1992
3065,683070000000000011064000000000,68307000000000001,0,68307000000011064000,RURAL,DOMINIO,ESCRITURA,300-18365,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3414,Poncio Cruz Ariño,CC,933147854,ABIERTO,3183073166,NINGUNO,CASADO,20/06/1986
3066,683070000000000011133000000000,68307000000000001,0,68307000000011133000,RURAL,DOMINIO,ESCRITURA,300-18366,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2563,Aura Talavera,CC,97102582,ABIERTO,3139570850,NINGUNO,CASADO,22/02/1978
3067,683070000000000011069000000000,68307000000000001,0,68307000000011069000,RURAL,DOMINIO,ESCRITURA,300-18367,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6751,Loida Sobrino Grande,CC,970498039,ABIERTO,3190891276,NINGUNO,CASADO,23/10/1994
3068,683070000000000011134000000000,68307000000000001,0,68307000000011134000,RURAL,DOMINIO,ESCRITURA,300-18368,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,208,Amanda Talavera Alcántara,CC,630637920,ABIERTO,3128053873,NINGUNO,CASADO,11/07/1969
3069,683070000000000011065000000000,68307000000000001,0,68307000000011065000,RURAL,DOMINIO,ESCRITURA,300-18369,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7487,Ruperto Herminio Rosado Tur,CC,273245342,ABIERTO,3112518490,NINGUNO,CASADO,11/03/1980
3070,683070000000000011135000000000,68307000000000001,0,68307000000011135000,RURAL,DOMINIO,ESCRITURA,300-18370,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4680,Aarón Pintor Poza,CC,450381477,ABIERTO,3184169629,NINGUNO,CASADO,13/04/1990
3071,683070000000000011136000000000,68307000000000001,0,68307000000011136000,RURAL,DOMINIO,ESCRITURA,300-18371,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5606,Nico Carlito Aguilar Corbacho,CC,820498134,ABIERTO,3117966624,NINGUNO,CASADO,23/12/1995
3072,683070000000000011137000000000,68307000000000001,0,68307000000011137000,RURAL,DOMINIO,ESCRITURA,300-18372,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5776,Flavia del Barral,CC,189703377,ABIERTO,3169597523,NINGUNO,CASADO,27/01/2000
3073,683070000000000011138000000000,68307000000000001,0,68307000000011138000,RURAL,DOMINIO,ESCRITURA,300-18373,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7708,Amelia Cabeza Toro,CC,444392635,ABIERTO,3166257821,NINGUNO,CASADO,07/02/2000
3074,683070000000000011122000000000,68307000000000001,0,68307000000011122000,RURAL,DOMINIO,ESCRITURA,300-18374,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5396,Ángeles de Ródenas,CC,933956614,ABIERTO,3174888055,NINGUNO,CASADO,21/04/1952
3075,683070000000000011121000000000,68307000000000001,0,68307000000011121000,RURAL,DOMINIO,ESCRITURA,300-18375,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2735,Leire Sanmiguel Doménech,CC,242929329,ABIERTO,3128472245,NINGUNO,CASADO,06/11/2018
3076,683070000000000011130000000000,68307000000000001,0,68307000000011130000,RURAL,DOMINIO,ESCRITURA,300-18376,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4136,Abraham del Meléndez,CC,936040072,ABIERTO,3116872144,NINGUNO,CASADO,09/06/2021
3077,683070000000000011120000000000,68307000000000001,0,68307000000011120000,RURAL,DOMINIO,ESCRITURA,300-18377,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3796,Lalo de Bayo,CC,320365306,ABIERTO,3110067819,NINGUNO,CASADO,27/04/1997
3078,683070000000000011129000000000,68307000000000001,0,68307000000011129000,RURAL,DOMINIO,ESCRITURA,300-18378,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1589,Esther Ribas Aroca,CC,890701741,ABIERTO,3109302025,NINGUNO,CASADO,17/04/2019
3079,683070000000000011108000000000,68307000000000001,0,68307000000011108000,RURAL,DOMINIO,ESCRITURA,300-18379,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4525,Anastasio Mur Báez,CC,945601279,ABIERTO,3188255364,NINGUNO,CASADO,27/08/2019
3080,683070000000000011119000000000,68307000000000001,0,68307000000011119000,RURAL,DOMINIO,ESCRITURA,300-18380,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5202,René Pino Alsina,CC,306912186,ABIERTO,3188224498,NINGUNO,CASADO,10/02/1999
